account_id,id,name,owner_id
4,220,Jessica Macdonald,2
9,221,Ronald Santos,23
6,222,Charles Saunders,22
8,223,Michelle Mendez,3
9,224,Phillip Nguyen,10
5,225,Lisa Willis,16
2,226,Nicole Douglas,21
9,227,Stephen Conner,24
5,228,Joanna Green,21
1,229,Allen Skinner,4
3,230,Ernest Ward,22
1,231,Philip Freeman,20
2,232,Thomas Salas,24
4,233,Stacey Davis,9
1,234,Tamara Sanders,3
7,235,Julie Miller,6
4,236,Nathan Brown,6
2,237,Andrea Hernandez,16
2,238,Jonathon Thompson,16
1,239,John Turner,20
6,240,Nicholas Williams,16
4,241,Tanner Palmer,15
1,242,James Barnes,19
3,243,Daniel Collins,18
2,244,Jeremiah Neal,14
1,245,Brian Ellis,22
4,246,Erik Carter,14
2,247,Jessica Wells,5
3,248,James Williams,12
7,249,Stephanie Ferguson DDS,14
1,250,Joseph Gardner,9
6,251,Christine Butler,5
4,252,Casey Butler,11
1,253,Robert Rice,5
7,254,Brian Hebert,4
8,255,Glen Hooper,22
9,256,Johnny Bell,9
6,257,Nathan Kerr,20
5,258,James Martinez,12
1,259,Allen Jordan,15
2,260,Justin Lin,17
3,261,Laura James,6
6,262,Katherine Romero,15
7,263,Todd Ross,21
7,264,Cody Roman,7
7,265,Robert Gonzales,16
7,266,Kristin Vazquez,4
1,267,Julie Harvey,21
2,268,Steven Rice,22
8,269,Dr. George Wise,24
2,270,Angela Smith,1
3,271,Nicole Dunlap,6
6,272,Jill Walker,8
4,273,Kristen Patel,7
4,274,Mike Frazier,22
3,275,William Jimenez,20
7,276,Gary Palmer,4
3,277,Michael Espinoza,2
7,278,Jordan Brown,18
1,279,Kristin Turner,11
6,280,Daniel Miller,5
5,281,Kevin Day,12
3,282,Thomas Dillon,11
8,283,Zachary Dennis,13
5,284,Rachel Brooks,23
1,285,Cynthia Williams,10
9,286,Linda Patterson,5
9,287,Mark Williams,20
9,288,Tyler Reid,16
7,289,Michael Bautista,15
2,290,Derek Berry,22
9,291,Thomas Walters,20
7,292,Terry Simmons,12
8,293,Jessica Richardson,18
9,294,Colleen Hanna,13
2,295,Christopher Holland,11
9,296,Shannon Hicks,2
7,297,Deborah Mckenzie,1
2,298,Courtney Clay,19
7,299,Thomas Brown,4
2,300,Scott Romero,6
1,301,William White,14
7,302,Scott Herman,15
3,303,Julie White,3
7,304,Douglas Ball,12
8,305,Julian Rubio,1
1,306,Ian Johnson,22
6,307,Molly Dean,11
3,308,Samuel Key,2
7,309,Shannon Young,10
1,310,David Williamson,8
2,311,Jennifer Pitts MD,23
3,312,Timothy Carroll,3
4,313,Michael Buchanan,16
5,314,Steven Singh,5
3,315,Katie Patrick,20
4,316,Ronald Thompson,9
5,317,Jody Horn,1
8,318,James Bryant,22
6,319,Craig Sherman,3
8,320,Thomas Johnson,19
3,321,Susan Barry,16
5,322,Martin White,5
6,323,Mrs. Laura Alvarez,5
3,324,Sara Mathis,15
5,325,Sydney Hughes,17
9,326,Miguel Andrews,11
8,327,Sherri Gibson,23
2,328,Michael Johnson,21
6,329,Chase Myers,13
4,330,Anna Williams,4
6,331,Matthew Henry,7
3,332,Jamie Garza,21
5,333,Jason Cardenas,19
5,334,Anita Hays,8
1,335,Leon Chavez,11
5,336,Shelby Bell,2
1,337,William Robinson,5
7,338,Scott Collins,9
9,339,Casey Scott,16
7,340,Jeffrey Aguilar,14
3,341,Vanessa Villa,19
3,342,Rebecca Bowers,1
5,343,Richard Taylor,4
2,344,Guy Daniels,6
7,345,Spencer Wood,9
7,346,Heather Dunn,14
3,347,Maria Smith,6
7,348,Kathleen Wells,16
9,349,Danielle Bailey,21
7,350,Steve Bowers,22
4,351,Hector Stuart,11
4,352,Yolanda Lewis,15
4,353,Monique Decker,14
5,354,Amanda Barry,8
5,355,Francisco Rivera,7
3,356,Frank King,3
8,357,Andrea Jones,20
3,358,Stephanie Lawrence,18
5,359,Alexandra Armstrong,18
8,360,Mariah Davis,20
4,361,Melissa Richardson,5
9,362,John Patel,15
5,363,Julia Miller,14
7,364,Ronald Carter,20
4,365,Teresa Ellison,7
8,366,Jill Newman,13
5,367,Kimberly Harper,11
3,368,Brandy Briggs,1
7,369,Matthew Dunn,22
7,370,James Ortega,12
6,371,Jennifer Hernandez,11
9,372,William Barry,1
5,373,James Evans,21
5,374,Edward Ellis,9
7,375,John Rodriguez,23
1,376,Kevin Jenkins,19
9,377,Tyler Mitchell,18
2,378,Robert Goodman,22
8,379,Lisa Stanley,24
3,380,Daniel Wilson,11
8,381,Jill Johnson,11
5,382,Brandon Davis,3
2,383,Angela Wagner,9
5,384,Michelle Carpenter,10
5,385,Michelle Nguyen,6
2,386,Linda Holland,13
7,387,Laura Cabrera,10
8,388,Wendy Gray,8
8,389,Sarah Martinez,4
1,390,Megan Sandoval,22
3,391,David Robles,7
4,392,Jennifer Andrews,1
5,393,Autumn Tucker,6
5,394,Mr. Anthony Washington MD,20
7,395,Shane Meza,15
6,396,Brianna Macias,19
6,397,Ms. Nancy Scott,12
2,398,Jessica Johnson,11
3,399,Melanie Davis,11
5,400,Kenneth Figueroa,3
9,401,Lori Larsen,14
4,402,Annette Ross,8
9,403,Dakota Shah,9
9,404,Michelle Bates,11
7,405,Emily Campbell,5
3,406,Gilbert White,2
2,407,Jessica Richard,23
5,408,Haley Becker,3
9,409,Nicholas Cooper,20
9,410,Jennifer Mckinney,15
1,411,Brian Anthony,21
8,412,Rita Stevens,6
6,413,Michael Adkins MD,19
5,414,Timothy Rodriguez,11
4,415,Lindsey Ho,7
6,416,Nicholas Zuniga,15
1,417,Jennifer Miller,24
5,418,Patricia Fitzgerald,19
1,419,Adam Kelly,5
9,420,David Thomas,22
3,421,Stacey Garcia,18
3,422,John Allen,21
3,423,Randy Berry,8
4,424,Valerie Joseph,24
4,425,Michael Smith,9
9,426,Jennifer Lara,7
2,427,Shannon Martin,1
1,428,Charles Murphy,1
8,429,Nicholas Howard,20
4,430,Ashley Barker,13
7,431,Jordan Peterson,4
5,432,Cathy Atkinson,9
2,433,Deborah Moore,14
4,434,Susan White,3
6,435,Brian Franklin,8
7,436,Jermaine Bates,3
2,437,Victoria Irwin,19
5,438,Brian Taylor,10
7,439,Robert Phillips,21
2,440,Alejandra Perkins,24
5,441,Christine Rodriguez,3
3,442,Judith Blake,13
5,443,Darrell Williams,21
4,444,Catherine Fleming,3
3,445,Lisa Gray,3
2,446,Kimberly Brown,4
5,447,Brenda Reyes,2
8,448,David Salazar,3
2,449,Lindsey Collins,17
9,450,Antonio Patel,20
4,451,Natasha Moore,11
8,452,John Humphrey,3
9,453,Evan Harper,21
8,454,Jonathan Harris,1
5,455,David Miller,5
3,456,Catherine Hall,21
4,457,Christopher Robinson,10
8,458,Steven Barry,8
5,459,Keith Wells,6
7,460,Diane Hernandez,17
5,461,John Hoffman,7
6,462,Courtney Solis,18
2,463,Alexis Young,15
2,464,Kaylee Mays,12
9,465,Kristopher Nelson,3
8,466,Christopher Lambert,18
9,467,Jay Gallegos,11
4,468,Melissa Lee,15
7,469,Lisa Lopez,18
2,470,Michelle Powell,12
3,471,Stephanie Burgess,11
8,472,Bobby Patel,7
3,473,April Chan,16
8,474,Sarah Dickerson,10
2,475,David Ramirez,15
8,476,Christian Mitchell,21
6,477,Mrs. Lisa Dyer DDS,16
3,478,William Whitehead,21
1,479,Gary Watkins,22
2,480,Mark Finley,2
6,481,Robert Davis,17
2,482,Steven Green,8
8,483,Tyler Smith,21
2,484,Joseph Russell,17
5,485,Heather Joseph,16
6,486,Holly Simmons,15
6,487,Ryan Sullivan,2
7,488,Jason Austin,15
4,489,Nicholas Dorsey,1
1,490,Tracy Cohen,1
6,491,Caitlin Thomas MD,17
8,492,Kara Johnson,10
6,493,Amy Medina,20
9,494,Elizabeth Parsons,24
7,495,Jose West,16
5,496,Heather Herman,14
3,497,Michelle Bates,24
8,498,Ryan Hart,15
2,499,Chelsea Taylor,7
3,500,Victoria Edwards,20
9,501,James Jackson,2
8,502,Joseph Benitez,13
3,503,Amanda Gutierrez,7
7,504,Jamie Brady,24
7,505,Traci Medina,15
1,506,Mark Mathis,15
8,507,Lauren Davis,14
7,508,Erika Guzman,19
7,509,Sean Gutierrez,2
1,510,Jeremiah Walton,21
8,511,Robin Blake,2
6,512,Michael Morrison,13
3,513,Diana Reeves,5
1,514,John Mendoza,5
9,515,Yvonne Jackson,15
9,516,Ashley Hamilton,12
9,517,David Mathews,10
3,518,Gary Brown,13
4,519,Cindy Sampson,14
1,520,Krista Smith,9
5,521,Jennifer King,12
1,522,Donald Fox,22
5,523,Shannon Baker,11
2,524,Gregory Lane,16
1,525,Brandon Smith,19
2,526,Michael Reese,2
1,527,John Vang,8
3,528,Maria Morgan,14
8,529,Melvin Richardson,18
7,530,Stacey Perez,7
5,531,Alicia Galvan,14
6,532,Stephanie Alvarado,22
7,533,Tyler Kirk,6
5,534,Veronica Willis,21
1,535,Mr. Michael Barnes,5
4,536,Sandy Adams,14
5,537,Tracy Jones,4
4,538,Michael Martin,23
3,539,Stephen Rice,1
2,540,Jeremy Ward,24
7,541,Samuel Hart,1
1,542,Cynthia Garrison,17
2,543,Adam Page,10
8,544,Ashley Mccormick,20
8,545,Deborah Bell,11
4,546,Rachel Brown,4
9,547,Brenda Richard,8
2,548,David Hernandez,20
9,549,Ashley Barry MD,2
6,550,James Taylor,21
4,551,Bobby Snyder,2
6,552,Carol Knox,21
6,553,Jacqueline Wright,1
2,554,Robert Clarke,18
2,555,Michael Carr,23
6,556,Stephen Price,8
9,557,Melissa Hayes,7
9,558,William Hays,16
1,559,Mrs. Patricia Flores,13
5,560,Randy Gonzalez,8
1,561,Amy Barrett,18
2,562,Emily Thompson,3
7,563,Crystal Miller,17
8,564,Rodney Smith,20
8,565,Jennifer White,11
6,566,Christine Bond,3
3,567,Charles Foster,19
9,568,Alexandra Gomez,1
8,569,Patrick Jones,22
4,570,Allen Walters,3
9,571,Robert Sullivan,15
7,572,Dana Blanchard,16
4,573,Whitney Garcia,11
2,574,Matthew Johnson,23
7,575,Robert Ross,12
3,576,Monica Bender,11
1,577,Bruce Morris,6
7,578,Amy Sanders,6
8,579,Monica Russell,15
1,580,Jennifer Reese,10
3,581,Teresa Mitchell,19
4,582,Mr. James Padilla,14
1,583,Jennifer Sullivan,4
1,584,Mark Knight,21
8,585,Brenda Scott,4
5,586,Allen Anderson,19
1,587,Christian Camacho,22
7,588,Debra Lawrence,9
7,589,Samuel Thomas,6
7,590,Leonard Baker,13
5,591,Joseph Cook,14
7,592,Mrs. Ashley Smith,4
2,593,Gary Vega,20
5,594,Jared Mathews,6
2,595,Christopher Miller,14
2,596,Jessica Davis DDS,19
5,597,Cory Clark,1
2,598,Michael Christensen,3
5,599,Dr. Erik Schmidt,22
1,600,Tammie James,7
2,601,Jennifer Alvarado,9
6,602,Joshua Bennett,2
5,603,Mrs. Gabriella Smith,20
6,604,Jacob Gonzalez,3
9,605,Anita Carter,9
4,606,Justin Torres,17
8,607,Christine Bennett,8
8,608,Christopher Brady,7
4,609,Michael Garcia,19
1,610,David Roman,10
8,611,Robert Knapp,18
2,612,Antonio Gonzalez,22
5,613,Karen Hendricks,4
2,614,Michael Bennett,9
4,615,Donald Hall,9
2,616,Rachael Lee,2
2,617,Mr. Joseph Moses,6
9,618,John Thomas,4
8,619,Jennifer Hall,10
5,620,Charles Reeves,22
6,621,Victor Hall,11
9,622,Trevor Savage PhD,21
3,623,Michael Munoz,7
9,624,Matthew Matthews,17
9,625,Christopher Bell,24
3,626,Brandon Myers,16
5,627,John Gordon,9
8,628,Stephen Gould,7
2,629,Douglas Proctor,12
5,630,Ruben Smith,7
3,631,Danny Smith,13
4,632,Rebecca Ross,5
6,633,Donna Nguyen,6
2,634,Justin Ramsey MD,12
3,635,Kurt Salazar,23
7,636,Jared Boyer,6
2,637,Jody Gutierrez,12
6,638,Omar Hernandez,24
1,639,Charlene Perez,6
1,640,Kathleen Byrd,11
3,641,Andrew Hinton,11
3,642,Rebecca Murphy,4
8,643,Kimberly Johnson,21
9,644,Randy Parks,19
1,645,Phillip Day,5
1,646,Theresa Gonzalez,17
7,647,Alan Murphy,14
8,648,Miguel Hernandez,15
1,649,Angela Cummings,17
8,650,Hunter Jones,13
5,651,Luis Newman,14
6,652,Shane Ryan,7
3,653,Jacob Byrd,17
7,654,Mark Mcdaniel,8
7,655,Matthew Brandt,1
1,656,Wesley Khan,12
7,657,Nancy Clayton,13
2,658,Marissa Gonzalez,4
4,659,Kristina Harrington,12
7,660,Chad Kelley,3
3,661,Ruben Franco,8
1,662,Sherry Velez,19
2,663,Christopher Jones,9
5,664,Brandon Brown,18
1,665,Aaron Hughes,11
9,666,Sara Meyers,1
1,667,Larry Holmes,23
1,668,Jeffrey Lester MD,15
8,669,Juan Green,19
1,670,Amber White,24
5,671,William Jackson,21
7,672,Rachel Miles,11
3,673,Margaret Bishop,5
9,674,Kristen Ramirez,21
7,675,Melissa Pierce,23
9,676,William Brown,18
3,677,Brandon Liu,20
1,678,Tara Jones,6
1,679,Kevin Butler,3
2,680,Jamie Edwards,6
4,681,Jay Miller,5
6,682,Daniel Lin,17
7,683,Angela Simpson,6
9,684,Tammy Hood,15
7,685,Stacy Wong,19
5,686,Deborah Moore,3
6,687,Jesus Patterson,2
1,688,Jeremy Charles,3
3,689,David Anderson,19
1,690,Melanie Walters,23
2,691,Debra Macdonald,3
7,692,Amy Graham,9
5,693,Ann Williams,17
2,694,Bruce Stafford,11
5,695,Christine Brown,5
7,696,Tyler Miller Jr.,20
2,697,Maria Gaines,22
6,698,John Archer,23
5,699,Samuel Greene,17
7,700,Chris Castaneda,6
3,701,Mark Harrison,18
4,702,Connie Watson,10
2,703,Courtney Murphy,10
9,704,Allen Potter,17
6,705,Justin White,2
8,706,Sarah Bates,15
6,707,Michael Andrews,5
7,708,Jacob Graham,11
9,709,Kenneth Mitchell,7
2,710,Juan Hawkins,18
5,711,Julie Martin,9
2,712,Lisa Bowen,10
6,713,Michelle Anderson,16
7,714,Nicholas Bean,10
8,715,Tanya Banks,20
1,716,Kimberly Todd,5
8,717,Rebecca Gross,22
1,718,Carrie Rasmussen,7
2,719,Troy Powell,4
2,720,John Duran,19
2,721,Megan Smith,10
9,722,Richard Campbell,18
6,723,Nathan Harvey,13
4,724,Diana Acosta,22
8,725,Stephen Clark,7
4,726,Ashley Richard,11
1,727,Nicole Smith,16
6,728,Rhonda Webb,10
9,729,David Andrews,9
6,730,Daniel Smith,15
6,731,Christine Barrera,9
2,732,Jimmy Dunn,1
2,733,Christina Collins,1
6,734,John Newman,14
9,735,Christopher Price,22
2,736,Robin Williams,5
4,737,Mr. Joseph French,6
3,738,Richard Dodson,13
5,739,Robert Boyd,17
4,740,Lisa Sanders,11
2,741,James Perez,22
9,742,Eduardo Torres,6
2,743,Katelyn Lee,21
5,744,Dr. Kayla Leach,3
6,745,Lindsey Stein,3
9,746,Heidi Cain,19
3,747,Tiffany Camacho,7
5,748,Joshua Park,6
2,749,Omar Price,24
2,750,Keith Ryan,24
6,751,Wayne Dougherty,14
6,752,John Henry,14
6,753,Jennifer Boone,5
5,754,Stephen Smith,9
7,755,Justin Webb,4
5,756,John Smith,12
7,757,Joshua Larson,7
8,758,Mark Vazquez,21
7,759,Christopher Thompson,21
4,760,Melissa Stevens,2
2,761,Daniel Anderson,20
8,762,Christopher Kennedy,4
7,763,Teresa Mcpherson,18
5,764,Alexander Vaughn,18
4,765,Richard Hansen,5
3,766,David Cooper,16
4,767,Andrew White,10
3,768,Shawn Ball,14
9,769,Nichole Freeman,6
7,770,Jessica Coffey,6
3,771,Nancy Campbell,24
6,772,Crystal Turner,21
6,773,Nathaniel Weeks,10
3,774,Riley Johnson,18
3,775,Tina Davis,24
8,776,Angela Hartman,7
8,777,Christopher Diaz,20
7,778,Brian Smith,13
3,779,Kristy Williamson,4
8,780,Frank Jackson,17
5,781,Amanda Bell,4
7,782,Michael Gray,23
8,783,Richard Garrett,2
6,784,Jessica Bryant,16
2,785,Scott Cordova,18
8,786,Sabrina Davila,11
1,787,Debra Joseph,18
9,788,Patrick Ortiz,2
1,789,Andrew Walker,14
5,790,Penny Martin,13
3,791,Keith Romero,7
7,792,Charlotte Navarro,21
4,793,Christopher Edwards,24
8,794,Crystal Jackson,22
5,795,Wendy Lewis,5
8,796,Steven Kelly,20
2,797,Brian Rodriguez,20
2,798,Samantha Phillips,6
5,799,Charles Odom,13
1,800,John Prince,22
1,801,Brittany Moore,3
5,802,Michele Jones,1
2,803,Kenneth Salazar,21
2,804,Erica Coleman,3
6,805,Paula Baker,18
6,806,Jorge Cox,3
8,807,Patrick David,20
4,808,James Chapman,3
2,809,Katherine Tucker,20
1,810,Laurie Lewis,14
6,811,Alexandra Bond,10
2,812,Heather Gonzalez,4
4,813,Madison Parks,19
4,814,Justin Li,5
9,815,Amanda Keller,8
5,816,Kim Brewer,17
4,817,Erica Morris,10
1,818,Deborah Armstrong,2
1,819,Erin Barnes,9
5,820,Heather Lamb,21
6,821,John Thornton,1
1,822,Rebecca Carey,1
7,823,Megan Austin,21
7,824,Dustin Allen,13
1,825,Juan Norton,16
5,826,Jacqueline Williams,21
3,827,Eric Carlson,23
2,828,Stanley Taylor,9
5,829,Jennifer Kelly,20
3,830,Cheyenne Cruz,20
7,831,Alicia Shah,7
9,832,Shane Lambert,8
1,833,Patricia Howard,15
6,834,Randy Mercer,13
5,835,Angie White,13
6,836,Catherine Richardson,16
1,837,Alec Thomas,8
7,838,Aaron Powell,6
5,839,Robert Walters,12
8,840,Melanie Turner,18
7,841,Andrew Mcbride,14
3,842,Frank Mcfarland,2
8,843,Collin Johnson,1
7,844,Zachary Smith,6
1,845,Lindsay Finley,17
6,846,Michael Massey,4
7,847,Heather Miller,22
3,848,Tim Rivera,17
1,849,Madison Schultz,8
2,850,Cynthia Reynolds,5
4,851,Selena Lowe,11
7,852,Shane Morse,11
3,853,Veronica Lee,6
4,854,Brenda Smith,9
9,855,Cassandra Davis,23
2,856,Steven Daniels,19
9,857,Gregory Williams,17
5,858,Katrina Cameron,7
4,859,Brittany Ward,12
6,860,Manuel Mahoney,18
6,861,Lynn Turner,12
8,862,Christine Bell,15
8,863,James Hayes,15
9,864,Michael Mitchell,10
3,865,Roy Jacobs,18
1,866,David Jimenez,11
3,867,William Sanchez,17
3,868,Reginald Nelson,4
7,869,Jonathan Montoya,13
7,870,Frances Wilson,12
9,871,Caitlyn Rice,15
2,872,Katherine Rogers,6
6,873,Kevin Lloyd,3
7,874,Sarah Ortiz,2
4,875,Debra Anderson,6
8,876,Jaime Hogan,5
7,877,Amy Chan,23
8,878,Desiree Cannon,16
8,879,Michael Long,11
3,880,Julie Owen,13
1,881,Dylan Fowler,5
2,882,Angel Charles,3
6,883,Yvonne Reese,4
9,884,James Vargas,23
6,885,Chase Holmes,10
6,886,Julie Hale,17
2,887,Brad Nelson,24
2,888,Dr. Joel Galloway,22
6,889,Shawn Guzman,21
8,890,Julian Mills,1
8,891,Kristen Bradford,17
2,892,Dana Fox,18
8,893,Patrick Turner,16
8,894,Wendy Leonard,12
9,895,Jeffrey Miller,2
3,896,Kristen Burke,5
1,897,Maria Melendez,16
3,898,Karen Rodriguez,9
4,899,John Khan,22
5,900,John Clark,7
7,901,Mark Aguirre,24
3,902,Jonathan Davidson,14
7,903,James Shaw,17
7,904,James Jenkins,21
4,905,Dustin Herrera,10
3,906,Diana Hampton,9
1,907,Scott Austin,1
7,908,Douglas Freeman,6
1,909,John Church,13
6,910,Adam Palmer,15
1,911,Linda Simpson,15
7,912,Betty Burnett,2
3,913,Christine Wong,3
8,914,Craig Haas,19
9,915,Robin Johnson,20
2,916,Tony Mills,23
6,917,Walter Zamora,15
9,918,John Wilkinson,20
7,919,Brian Ford,12
4,920,James Walls,2
1,921,Jared Allen,6
6,922,John Marshall DDS,24
1,923,Mary Chapman,22
8,924,Brittany Moreno,20
4,925,Katherine Thomas,9
4,926,Valerie Allen,1
8,927,Jessica Hooper,7
8,928,Charles Martinez,20
3,929,Kathy Ford,20
3,930,Ana Hansen,3
6,931,Jennifer Fisher,23
9,932,Natasha Martinez,7
1,933,Thomas Walls,9
7,934,Kenneth Harmon,2
1,935,Jason Sanchez,12
1,936,Ryan Bauer,4
9,937,Patricia Silva,6
1,938,Mark Hill,17
7,939,Nancy Olsen,11
3,940,Dawn Peters,20
3,941,Christopher Moore,8
7,942,Brandy Flores,4
1,943,Peter Fernandez,12
9,944,Kathy Wilson,18
5,945,Eric Holden,11
1,946,Michele Gates,23
2,947,Andrew Campos,24
9,948,Willie Warren,12
3,949,Linda Garcia,24
5,950,Christian Hamilton,14
3,951,Adam Bryant,11
9,952,Dr. Jessica Finley MD,23
4,953,Jason Alvarez,16
5,954,Rachel Richardson,22
2,955,Susan Kelly,19
2,956,Bobby Rivera,1
7,957,Anita Mitchell,17
8,958,Casey Moore,5
9,959,Danny Roberson,17
4,960,Marcus Allen,19
1,961,Drew Miller,12
7,962,Tammy Nguyen,9
9,963,Janice Gardner,15
3,964,James Thompson,18
3,965,Shannon Hernandez,23
5,966,Larry Young,4
4,967,Jessica Gaines,4
7,968,Gordon Rice,23
8,969,Robert Fox,20
9,970,Gabriel Santos,7
3,971,Andrea Gutierrez,20
1,972,Brandon Keith,13
2,973,Nancy Peterson,8
1,974,Aaron Herrera,14
7,975,Cynthia Bailey,19
5,976,Stacey Page,12
2,977,Jesse Shaffer DDS,22
